Date,Surface,Court,Team1,Odd1,Rank1,Pts1,Weight1,Height1,Hand1,Team2,Odd2,Rank2,Pts2,Weight2,Height2,Hand2,Winner
2014-07-31,3,1,Vesely J.,2.08,70.0,756.0,92.0,198.0,2,Thiem D.,1.71,50.0,882.0,82.0,185.0,1,2
2014-07-31,3,1,Schwartzman D.,2.2,100.0,569.0,64.0,170.0,1,Granollers M.,1.65,28.0,1285.0,77.0,191.0,1,2
2014-07-31,3,1,Gonzalez M.,2.52,104.0,553.0,75.0,175.0,1,Rosol L.,1.51,43.0,970.0,84.0,196.0,1,1
2014-07-31,3,1,Goffin D.,1.34,78.0,693.0,68.0,180.0,1,Lorenzi P.,3.16,83.0,644.0,77.0,183.0,1,1
2014-08-01,3,1,Monaco J.,1.65,81.0,655.0,81.0,185.0,1,Seppi A.,2.21,48.0,890.0,75.0,191.0,1,1
2014-08-01,3,1,Thiem D.,1.63,50.0,882.0,82.0,185.0,1,Granollers M.,2.25,28.0,1285.0,77.0,191.0,1,1
2014-08-01,3,1,Goffin D.,1.3,78.0,693.0,68.0,180.0,1,Gonzalez M.,3.45,104.0,553.0,75.0,175.0,1,1
2014-08-01,3,1,Thiem D.,1.7,50.0,882.0,82.0,185.0,1,Monaco J.,2.12,81.0,655.0,81.0,185.0,1,1
2014-08-02,3,1,Thiem D.,1.71,50.0,882.0,82.0,185.0,1,Goffin D.,2.11,78.0,693.0,68.0,180.0,1,2
2014-07-28,1,1,Dancevic F.,2.4,123.0,492.0,79.0,185.0,1,Paire B.,1.55,98.0,585.0,80.0,196.0,1,2
2014-07-28,1,1,Falla A.,1.77,74.0,723.0,77.0,185.0,2,Ginepri R.,2.0,266.0,183.0,79.0,183.0,1,2
2014-07-28,1,1,Stakhovsky S.,1.32,79.0,672.0,80.0,193.0,1,Jaziri M.,3.27,114.0,526.0,82.0,185.0,1,2
2014-07-28,1,1,Kuznetsov Al.,2.0,168.0,308.0,78.0,183.0,1,Smyczek T.,1.77,108.0,546.0,73.0,175.0,1,2
2014-07-28,1,1,Donaldson J.,2.26,326.0,137.0,75.0,188.0,1,Ram R.,1.61,152.0,368.0,82.0,193.0,1,2
2014-07-28,1,1,Young D.,1.61,73.0,727.0,79.0,183.0,2,Sugita Y.,2.27,131.0,459.0,70.0,175.0,1,1
2014-07-28,1,1,Matosevic M.,1.3,49.0,887.0,86.0,193.0,1,Marchenko I.,3.43,170.0,305.0,82.0,185.0,1,1
2014-07-28,1,1,Gonzalez A.,4.78,85.0,641.0,83.0,191.0,1,Tomic B.,1.17,72.0,746.0,91.0,196.0,1,2
2014-07-29,1,1,Lacko L.,1.2,91.0,619.0,85.0,185.0,1,Peliwo F.,4.43,270.0,179.0,72.0,178.0,1,1
2014-07-29,1,1,Tiafoe F.,4.05,1139.0,7.0,77.0,188.0,1,Donskoy E.,1.22,111.0,528.0,74.0,185.0,1,2
2014-07-29,1,1,Duckworth J.,2.69,155.0,358.0,82.0,183.0,1,Johnson S.,1.44,68.0,766.0,86.0,188.0,1,2
2014-07-29,1,1,Sela D.,1.53,88.0,628.0,65.0,175.0,1,Groth S.,2.44,96.0,594.0,100.0,193.0,1,1
2014-07-29,1,1,Querrey S.,1.19,63.0,790.0,95.0,198.0,1,Russell M.,4.57,143.0,416.0,70.0,173.0,1,1
2014-07-29,1,1,Kamke T.,1.44,77.0,699.0,76.0,178.0,1,Estrella Burgos V.,2.73,87.0,635.0,77.0,170.0,1,2
2014-07-29,1,1,Sock J.,1.19,60.0,807.0,84.0,191.0,1,Berrer M.,4.5,124.0,489.0,100.0,193.0,2,1
2014-07-30,1,1,Kavcic B.,2.07,82.0,651.0,78.0,188.0,1,Becker B.,1.72,56.0,828.0,72.0,178.0,1,2
2014-07-29,1,1,Donskoy E.,4.1,111.0,528.0,74.0,185.0,1,Anderson K.,1.22,21.0,1605.0,93.0,203.0,1,2
2014-07-29,1,1,Istomin D.,2.55,41.0,1040.0,88.0,188.0,1,Tomic B.,1.49,72.0,746.0,91.0,196.0,1,1
2014-07-30,1,1,Paire B.,2.37,98.0,585.0,80.0,196.0,1,Karlovic I.,1.56,31.0,1180.0,104.0,211.0,1,2
2014-07-30,1,1,Lacko L.,2.36,91.0,619.0,85.0,185.0,1,Lu Y.H.,1.56,42.0,993.0,74.0,180.0,1,1
2014-07-30,1,1,Hewitt L.,1.93,45.0,960.0,77.0,178.0,1,Matosevic M.,1.83,49.0,887.0,86.0,193.0,1,1
2014-07-30,1,1,Stepanek R.,1.18,35.0,1130.0,76.0,185.0,1,Jaziri M.,4.64,114.0,526.0,82.0,185.0,1,2
2014-07-30,1,1,Chardy J.,1.54,38.0,1105.0,75.0,188.0,1,Smyczek T.,2.43,108.0,546.0,73.0,175.0,1,2
2014-07-30,1,1,Lopez F.,1.32,25.0,1500.0,73.0,185.0,2,Estrella Burgos V.,3.3,87.0,635.0,77.0,170.0,1,2
2014-07-30,1,1,Querrey S.,3.04,63.0,790.0,95.0,198.0,1,Nishikori K.,1.36,11.0,2780.0,75.0,178.0,1,2
2014-07-30,1,1,Young D.,2.19,73.0,727.0,79.0,183.0,2,Benneteau J.,1.65,46.0,935.0,79.0,185.0,1,1
2014-07-30,1,1,Giraldo S.,1.93,34.0,1135.0,75.0,188.0,1,Becker B.,1.82,56.0,828.0,72.0,178.0,1,1
2014-07-30,1,1,Johnson S.,3.44,68.0,766.0,86.0,188.0,1,Isner J.,1.3,12.0,2690.0,108.0,208.0,1,1
2014-07-30,1,1,Sock J.,3.49,60.0,807.0,84.0,191.0,1,Raonic M.,1.29,7.0,3920.0,98.0,196.0,1,2
2014-07-31,1,1,Pospisil V.,1.45,36.0,1115.0,84.0,193.0,1,Ram R.,2.69,152.0,368.0,82.0,193.0,1,1
2014-07-31,1,1,Berdych T.,1.11,5.0,4410.0,91.0,196.0,1,Ginepri R.,6.36,266.0,183.0,79.0,183.0,1,1
2014-07-31,1,1,Sela D.,3.07,88.0,628.0,65.0,175.0,1,Gasquet R.,1.36,14.0,2370.0,75.0,185.0,1,2
2014-07-31,1,1,Karlovic I.,1.76,31.0,1180.0,104.0,211.0,1,Johnson S.,2.02,68.0,766.0,86.0,188.0,1,2
2014-07-31,1,1,Jaziri M.,5.28,114.0,526.0,82.0,185.0,1,Anderson K.,1.15,21.0,1605.0,93.0,203.0,1,2
2014-07-31,1,1,Istomin D.,1.43,41.0,1040.0,88.0,188.0,1,Young D.,2.74,73.0,727.0,79.0,183.0,2,2
2014-07-31,1,1,Hewitt L.,3.5,45.0,960.0,77.0,178.0,1,Raonic M.,1.29,7.0,3920.0,98.0,196.0,1,2
2014-08-01,1,1,Gasquet R.,1.25,14.0,2370.0,75.0,185.0,1,Smyczek T.,3.85,108.0,546.0,73.0,175.0,1,1
2014-08-01,1,1,Pospisil V.,5.14,36.0,1115.0,84.0,193.0,1,Berdych T.,1.15,5.0,4410.0,91.0,196.0,1,1
2014-08-01,1,1,Giraldo S.,1.38,34.0,1135.0,75.0,188.0,1,Estrella Burgos V.,2.96,87.0,635.0,77.0,170.0,1,1
2014-08-01,1,1,Nishikori K.,1.13,11.0,2780.0,75.0,178.0,1,Lacko L.,5.72,91.0,619.0,85.0,185.0,1,1
2014-08-01,1,1,Anderson K.,1.32,21.0,1605.0,93.0,203.0,1,Young D.,3.34,73.0,727.0,79.0,183.0,2,2
2014-08-01,1,1,Raonic M.,1.23,7.0,3920.0,98.0,196.0,1,Johnson S.,4.0,68.0,766.0,86.0,188.0,1,1
2014-08-02,1,1,Nishikori K.,1.76,11.0,2780.0,75.0,178.0,1,Gasquet R.,2.03,14.0,2370.0,75.0,185.0,1,2
2014-08-02,1,1,Pospisil V.,1.66,36.0,1115.0,84.0,193.0,1,Giraldo S.,2.19,34.0,1135.0,75.0,188.0,1,1
2014-08-02,1,1,Young D.,5.91,73.0,727.0,79.0,183.0,2,Raonic M.,1.13,7.0,3920.0,98.0,196.0,1,2
2014-08-03,1,1,Gasquet R.,1.38,14.0,2370.0,75.0,185.0,1,Pospisil V.,3.03,36.0,1115.0,84.0,193.0,1,2
2014-08-03,1,1,Raonic M.,1.22,7.0,3920.0,98.0,196.0,1,Pospisil V.,4.16,36.0,1115.0,84.0,193.0,1,1
2014-08-04,1,1,Chardy J.,1.18,36.0,1105.0,75.0,188.0,1,Delbonis F.,4.73,65.0,781.0,88.0,191.0,2,1
2014-08-04,1,1,Cilic M.,1.32,18.0,1665.0,89.0,198.0,1,Istomin D.,3.33,39.0,1065.0,88.0,188.0,1,1
2014-08-04,1,1,Falla A.,2.74,73.0,723.0,77.0,185.0,2,Paire B.,1.44,97.0,585.0,80.0,196.0,1,2
2014-08-04,1,1,Anderson K.,1.22,21.0,1605.0,93.0,203.0,1,Kokkinakis T.,4.18,199.0,244.0,82.0,196.0,1,1
2014-08-04,1,1,Hewitt L.,1.43,42.0,1005.0,77.0,178.0,1,Benneteau J.,2.74,47.0,935.0,79.0,185.0,1,2
2014-08-04,1,1,Smyczek T.,2.05,104.0,561.0,73.0,175.0,1,Kamke T.,1.74,78.0,689.0,76.0,178.0,1,1
2014-08-04,1,1,Mahut N.,1.63,91.0,620.0,80.0,191.0,1,Russell M.,2.25,143.0,416.0,70.0,173.0,1,2
2014-08-05,1,1,Tsonga J.W.,1.23,15.0,1910.0,91.0,188.0,1,Roger-Vasselin E.,4.0,49.0,920.0,75.0,188.0,1,1
2014-08-05,1,1,Dodig I.,4.9,62.0,800.0,83.0,183.0,1,Isner J.,1.17,14.0,2435.0,108.0,208.0,1,1
2014-08-05,1,1,Bautista R.,1.48,16.0,1785.0,76.0,183.0,1,Lopez F.,2.61,25.0,1500.0,73.0,185.0,2,2
2014-08-05,1,1,Polansky P.,3.05,129.0,469.0,79.0,183.0,1,Janowicz J.,1.36,52.0,855.0,94.0,203.0,1,1
2014-08-05,1,1,Kyrgios N.,1.81,70.0,760.0,85.0,193.0,1,Giraldo S.,1.97,30.0,1205.0,75.0,188.0,1,1
2014-08-05,1,1,Schnur B.,5.0,612.0,48.0,84.0,193.0,1,Seppi A.,1.17,51.0,890.0,75.0,191.0,1,2
2014-08-05,1,1,Lu Y.H.,1.79,43.0,993.0,74.0,180.0,1,Granollers M.,2.0,37.0,1080.0,77.0,191.0,1,1
2014-08-05,1,1,Gulbis E.,1.19,12.0,2680.0,88.0,193.0,1,Sousa J.,4.71,40.0,1062.0,74.0,185.0,1,1
2014-08-05,1,1,Melzer J.,2.59,67.0,770.0,81.0,183.0,2,Sock J.,1.48,60.0,807.0,84.0,191.0,1,2
2014-08-05,1,1,Young D.,1.55,50.0,899.0,79.0,183.0,2,Dancevic F.,2.41,128.0,474.0,79.0,185.0,1,1
2014-08-05,1,1,Pospisil V.,2.49,27.0,1315.0,84.0,193.0,1,Gasquet R.,1.52,13.0,2460.0,75.0,185.0,1,2
2014-08-05,1,1,Monfils G.,1.83,22.0,1545.0,80.0,193.0,1,Stepanek R.,1.93,34.0,1130.0,76.0,185.0,1,1
2014-08-05,1,1,Garcia-Lopez G.,1.43,33.0,1133.0,80.0,185.0,1,Jaziri M.,2.87,103.0,563.0,82.0,185.0,1,2
2014-08-05,1,1,Tomic B.,1.6,74.0,721.0,91.0,196.0,1,Karlovic I.,2.29,31.0,1205.0,104.0,211.0,1,2
2014-08-05,1,1,Youzhny M.,1.83,23.0,1530.0,73.0,183.0,1,Fognini F.,1.93,19.0,1665.0,74.0,178.0,1,2
2014-08-05,1,1,Robredo T.,2.05,20.0,1645.0,75.0,180.0,1,Kohlschreiber P.,1.75,24.0,1505.0,70.0,178.0,1,1
2014-08-06,1,1,Thiem D.,2.15,44.0,987.0,82.0,185.0,1,Simon G.,1.68,35.0,1110.0,70.0,183.0,1,2
2014-08-06,1,1,Polansky P.,13.16,129.0,469.0,79.0,183.0,1,Federer R.,1.03,3.0,6070.0,85.0,185.0,1,2
2014-08-06,1,1,Wawrinka S.,1.25,4.0,5770.0,81.0,183.0,1,Paire B.,3.83,97.0,585.0,80.0,196.0,1,1
2014-08-06,1,1,Chardy J.,3.22,36.0,1105.0,75.0,188.0,1,Tsonga J.W.,1.34,15.0,1910.0,91.0,188.0,1,2
2014-08-06,1,1,Kyrgios N.,3.73,70.0,760.0,85.0,193.0,1,Murray A.,1.27,9.0,3060.0,84.0,191.0,1,2
2014-08-06,1,1,Dodig I.,1.77,62.0,800.0,83.0,183.0,1,Seppi A.,2.01,51.0,890.0,75.0,191.0,1,1
2014-08-06,1,1,Gulbis E.,1.31,12.0,2680.0,88.0,193.0,1,Benneteau J.,3.38,47.0,935.0,79.0,185.0,1,2
2014-08-06,1,1,Karlovic I.,2.71,31.0,1205.0,104.0,211.0,1,Gasquet R.,1.45,13.0,2460.0,75.0,185.0,1,2
2014-08-06,1,1,Jaziri M.,6.11,103.0,563.0,82.0,185.0,1,Cilic M.,1.12,18.0,1665.0,89.0,198.0,1,2
2014-08-06,1,1,Monfils G.,8.39,22.0,1545.0,80.0,193.0,1,Djokovic N.,1.07,1.0,13130.0,77.0,188.0,1,2
2014-08-06,1,1,Anderson K.,1.63,21.0,1605.0,93.0,203.0,1,Fognini F.,2.25,19.0,1665.0,74.0,178.0,1,1
2014-08-06,1,1,Robredo T.,1.5,20.0,1645.0,75.0,180.0,1,Simon G.,2.54,35.0,1110.0,70.0,183.0,1,1
2014-08-06,1,1,Ferrer D.,1.08,7.0,4085.0,73.0,175.0,1,Russell M.,7.5,143.0,416.0,70.0,173.0,1,1
2014-08-06,1,1,Young D.,4.38,50.0,899.0,79.0,183.0,2,Dimitrov G.,1.2,8.0,3270.0,80.0,191.0,1,2
2014-08-06,1,1,Smyczek T.,2.81,104.0,561.0,73.0,175.0,1,Lopez F.,1.42,25.0,1500.0,73.0,185.0,2,2
2014-08-06,1,1,Sock J.,4.52,60.0,807.0,84.0,191.0,1,Raonic M.,1.19,6.0,4375.0,98.0,196.0,1,2
2014-08-07,1,1,Berdych T.,1.16,5.0,4410.0,91.0,196.0,1,Lu Y.H.,5.19,43.0,993.0,74.0,180.0,1,1
2014-08-07,1,1,Anderson K.,3.06,21.0,1605.0,93.0,203.0,1,Wawrinka S.,1.36,4.0,5770.0,81.0,183.0,1,1
2014-08-07,1,1,Robredo T.,2.65,20.0,1645.0,75.0,180.0,1,Dimitrov G.,1.47,8.0,3270.0,80.0,191.0,1,2
2014-08-07,1,1,Tsonga J.W.,5.69,15.0,1910.0,91.0,188.0,1,Djokovic N.,1.14,1.0,13130.0,77.0,188.0,1,1
2014-08-07,1,1,Murray A.,1.31,9.0,3060.0,84.0,191.0,1,Gasquet R.,3.41,13.0,2460.0,75.0,185.0,1,1
2014-08-07,1,1,Ferrer D.,1.31,7.0,4085.0,73.0,175.0,1,Dodig I.,3.37,62.0,800.0,83.0,183.0,1,1
2014-08-07,1,1,Raonic M.,1.21,6.0,4375.0,98.0,196.0,1,Benneteau J.,4.32,47.0,935.0,79.0,185.0,1,1
2014-08-07,1,1,Lopez F.,2.88,25.0,1500.0,73.0,185.0,2,Berdych T.,1.4,5.0,4410.0,91.0,196.0,1,1
2014-08-08,1,1,Federer R.,1.23,3.0,6070.0,85.0,185.0,1,Cilic M.,4.03,18.0,1665.0,89.0,198.0,1,1
2014-08-08,1,1,Tsonga J.W.,2.86,15.0,1910.0,91.0,188.0,1,Murray A.,1.41,9.0,3060.0,84.0,191.0,1,1
2014-08-08,1,1,Anderson K.,2.68,21.0,1605.0,93.0,203.0,1,Dimitrov G.,1.47,8.0,3270.0,80.0,191.0,1,2
2014-08-09,1,1,Raonic M.,1.26,6.0,4375.0,98.0,196.0,1,Lopez F.,3.79,25.0,1500.0,73.0,185.0,2,2
2014-08-09,1,1,Federer R.,1.16,3.0,6070.0,85.0,185.0,1,Ferrer D.,5.15,7.0,4085.0,73.0,175.0,1,1
2014-08-10,1,1,Tsonga J.W.,1.72,15.0,1910.0,91.0,188.0,1,Dimitrov G.,2.1,8.0,3270.0,80.0,191.0,1,1
2014-08-10,1,1,Lopez F.,4.85,25.0,1500.0,73.0,185.0,2,Federer R.,1.18,3.0,6070.0,85.0,185.0,1,2
2014-08-10,1,1,Tsonga J.W.,2.7,15.0,1910.0,91.0,188.0,1,Federer R.,1.46,3.0,6070.0,85.0,185.0,1,1
2014-08-10,1,1,Hewitt L.,1.39,42.0,1015.0,77.0,178.0,1,Melzer J.,2.95,67.0,770.0,81.0,183.0,2,1
2014-08-11,1,1,Querrey S.,1.33,61.0,785.0,95.0,198.0,1,Falla A.,3.24,73.0,721.0,77.0,185.0,2,1
2014-08-11,1,1,Chardy J.,1.93,33.0,1140.0,75.0,188.0,1,Kohlschreiber P.,1.82,24.0,1505.0,70.0,178.0,1,2
2014-08-11,1,1,Lu Y.H.,2.46,43.0,1003.0,74.0,180.0,1,Istomin D.,1.53,45.0,985.0,88.0,188.0,1,1
2014-08-11,1,1,Robredo T.,1.67,20.0,1735.0,75.0,180.0,1,Sock J.,2.16,56.0,836.0,84.0,191.0,1,1
2014-08-11,1,1,Becker B.,2.87,57.0,813.0,72.0,178.0,1,Karlovic I.,1.4,28.0,1230.0,104.0,211.0,1,1
2014-08-11,1,1,Granollers M.,2.49,39.0,1045.0,77.0,191.0,1,Verdasco F.,1.52,34.0,1100.0,87.0,185.0,2,2
2014-08-11,1,1,Matosevic M.,1.27,89.0,632.0,86.0,193.0,1,Mahut N.,3.63,96.0,610.0,80.0,191.0,1,1
2014-08-11,1,1,Monfils G.,1.15,23.0,1590.0,80.0,193.0,1,Delbonis F.,5.18,63.0,781.0,88.0,191.0,2,1
2014-08-11,1,1,Gabashvili T.,2.06,64.0,780.0,83.0,188.0,1,Janowicz J.,1.73,65.0,775.0,94.0,203.0,1,2
2014-08-12,1,1,Simon G.,2.19,31.0,1145.0,70.0,183.0,1,Tomic B.,1.65,70.0,746.0,91.0,196.0,1,1
2014-08-12,1,1,Fognini F.,1.67,21.0,1665.0,74.0,178.0,1,Roger-Vasselin E.,2.17,49.0,910.0,75.0,188.0,1,1
2014-08-12,1,1,Isner J.,1.66,14.0,2435.0,108.0,208.0,1,Anderson K.,2.17,17.0,1775.0,93.0,203.0,1,1
2014-08-12,1,1,Garcia-Lopez G.,1.52,32.0,1143.0,80.0,185.0,1,Ward J.,2.49,148.0,383.0,74.0,191.0,1,2
2014-08-12,1,1,Cilic M.,1.43,19.0,1755.0,89.0,198.0,1,Lopez F.,2.74,16.0,1850.0,73.0,185.0,2,1
2014-08-12,1,1,Stepanek R.,1.9,35.0,1095.0,76.0,185.0,1,Pospisil V.,1.86,46.0,965.0,84.0,193.0,1,2
2014-08-12,1,1,Ginepri R.,2.69,232.0,213.0,79.0,183.0,1,Thiem D.,1.45,44.0,987.0,82.0,185.0,1,1
2014-08-12,1,1,Giraldo S.,1.91,30.0,1195.0,75.0,188.0,1,Seppi A.,1.84,52.0,890.0,75.0,191.0,1,2
2014-08-12,1,1,Tsonga J.W.,1.25,10.0,2910.0,91.0,188.0,1,Youzhny M.,3.83,25.0,1495.0,73.0,183.0,1,2
2014-08-12,1,1,Dodig I.,2.67,54.0,845.0,83.0,183.0,1,Gulbis E.,1.46,13.0,2545.0,88.0,193.0,1,2
2014-08-12,1,1,Benneteau J.,1.24,41.0,1015.0,79.0,185.0,1,Rola B.,3.87,91.0,624.0,85.0,193.0,2,1
2014-08-12,1,1,Klizan M.,3.93,66.0,775.0,80.0,191.0,2,Bautista R.,1.24,18.0,1775.0,76.0,183.0,1,2
2014-08-13,1,1,Paire B.,1.71,103.0,565.0,80.0,196.0,1,Johnson S.,2.1,55.0,839.0,86.0,188.0,1,2
2014-08-12,1,1,Becker B.,4.37,57.0,813.0,72.0,178.0,1,Wawrinka S.,1.2,4.0,5850.0,81.0,183.0,1,2
2014-08-13,1,1,Simon G.,9.57,31.0,1145.0,70.0,183.0,1,Djokovic N.,1.05,1.0,12860.0,77.0,188.0,1,2
2014-08-13,1,1,Dimitrov G.,1.24,8.0,3620.0,80.0,191.0,1,Janowicz J.,3.94,65.0,775.0,94.0,203.0,1,2
2014-08-13,1,1,Lu Y.H.,4.35,43.0,1003.0,74.0,180.0,1,Berdych T.,1.2,5.0,4410.0,91.0,196.0,1,1
2014-08-13,1,1,Sousa J.,9.35,37.0,1052.0,74.0,185.0,1,Murray A.,1.06,9.0,3150.0,84.0,191.0,1,2
2014-08-13,1,1,Seppi A.,2.2,52.0,890.0,75.0,191.0,1,Youzhny M.,1.65,25.0,1495.0,73.0,183.0,1,2
2014-08-13,1,1,Benneteau J.,1.37,41.0,1015.0,79.0,185.0,1,Ward J.,3.02,148.0,383.0,74.0,191.0,1,1
2014-08-13,1,1,Matosevic M.,3.25,89.0,632.0,86.0,193.0,1,Isner J.,1.33,14.0,2435.0,108.0,208.0,1,2
2014-08-13,1,1,Robredo T.,1.61,20.0,1735.0,75.0,180.0,1,Querrey S.,2.27,61.0,785.0,95.0,198.0,1,1
2014-08-13,1,1,Hewitt L.,2.1,42.0,1015.0,77.0,178.0,1,Fognini F.,1.71,21.0,1665.0,74.0,178.0,1,2
2014-08-13,1,1,Kohlschreiber P.,2.67,24.0,1505.0,70.0,178.0,1,Ferrer D.,1.46,6.0,4255.0,73.0,175.0,1,2
2014-08-13,1,1,Federer R.,1.13,3.0,6670.0,85.0,185.0,1,Pospisil V.,5.78,46.0,965.0,84.0,193.0,1,1
2014-08-13,1,1,Verdasco F.,3.59,34.0,1100.0,87.0,185.0,2,Cilic M.,1.28,19.0,1755.0,89.0,198.0,1,2
2014-08-13,1,1,Johnson S.,2.71,55.0,839.0,86.0,188.0,1,Gulbis E.,1.44,13.0,2545.0,88.0,193.0,1,1
2014-08-14,1,1,Raonic M.,1.1,7.0,3955.0,98.0,196.0,1,Ginepri R.,6.67,232.0,213.0,79.0,183.0,1,1
2014-08-14,1,1,Monfils G.,1.61,23.0,1590.0,80.0,193.0,1,Bautista R.,2.29,18.0,1775.0,76.0,183.0,1,1
2014-08-14,1,1,Janowicz J.,1.79,65.0,775.0,94.0,203.0,1,Benneteau J.,2.0,41.0,1015.0,79.0,185.0,1,2
2014-08-14,1,1,Cilic M.,2.15,19.0,1755.0,89.0,198.0,1,Wawrinka S.,1.68,4.0,5850.0,81.0,183.0,1,2
2014-08-14,1,1,Isner J.,2.8,14.0,2435.0,108.0,208.0,1,Murray A.,1.42,9.0,3150.0,84.0,191.0,1,2
2014-08-14,1,1,Fognini F.,1.68,21.0,1665.0,74.0,178.0,1,Lu Y.H.,2.15,43.0,1003.0,74.0,180.0,1,1
2014-08-14,1,1,Djokovic N.,1.11,1.0,12860.0,77.0,188.0,1,Robredo T.,6.52,20.0,1735.0,75.0,180.0,1,2
2014-08-14,1,1,Johnson S.,4.09,55.0,839.0,86.0,188.0,1,Raonic M.,1.23,7.0,3955.0,98.0,196.0,1,2
2014-08-15,1,1,Federer R.,1.36,3.0,6670.0,85.0,185.0,1,Monfils G.,3.09,23.0,1590.0,80.0,193.0,1,1
2014-08-15,1,1,Ferrer D.,1.55,6.0,4255.0,73.0,175.0,1,Youzhny M.,2.42,25.0,1495.0,73.0,183.0,1,1
2014-08-15,1,1,Benneteau J.,3.53,41.0,1015.0,79.0,185.0,1,Wawrinka S.,1.29,4.0,5850.0,81.0,183.0,1,1
2014-08-15,1,1,Fognini F.,4.12,21.0,1665.0,74.0,178.0,1,Raonic M.,1.23,7.0,3955.0,98.0,196.0,1,2
2014-08-15,1,1,Ferrer D.,1.54,6.0,4255.0,73.0,175.0,1,Robredo T.,2.46,20.0,1735.0,75.0,180.0,1,1
2014-08-16,1,1,Federer R.,1.85,3.0,6670.0,85.0,185.0,1,Murray A.,1.92,9.0,3150.0,84.0,191.0,1,1
2014-08-16,1,1,Ferrer D.,1.35,6.0,4255.0,73.0,175.0,1,Benneteau J.,3.19,41.0,1015.0,79.0,185.0,1,1
2014-08-17,1,1,Raonic M.,2.82,7.0,3955.0,98.0,196.0,1,Federer R.,1.43,3.0,6670.0,85.0,185.0,1,2
2014-08-17,1,1,Federer R.,1.21,3.0,6670.0,85.0,185.0,1,Ferrer D.,4.4,6.0,4255.0,73.0,175.0,1,1
2014-08-17,1,1,Carreno-Busta P.,2.82,75.0,691.0,78.0,188.0,1,Becker B.,1.41,58.0,813.0,72.0,178.0,1,2
2014-08-17,1,1,Kavcic B.,1.6,93.0,618.0,78.0,188.0,1,Mahut N.,2.3,104.0,575.0,80.0,191.0,1,2
2014-08-17,1,1,Brown D.,1.66,98.0,591.0,78.0,196.0,1,Gonzalez A.,2.18,101.0,577.0,83.0,191.0,1,1
2014-08-17,1,1,Paire B.,1.49,99.0,590.0,80.0,196.0,1,Haase R.,2.57,70.0,735.0,71.0,191.0,1,2
2014-08-18,1,1,Rubin N.,3.41,584.0,52.0,68.0,175.0,1,Klahn B.,1.3,117.0,515.0,75.0,183.0,2,2
2014-08-18,1,1,Struff J.L.,2.07,78.0,680.0,87.0,196.0,1,Harrison R.,1.73,184.0,279.0,84.0,185.0,1,2
2014-08-18,1,1,Goffin D.,1.52,62.0,793.0,68.0,180.0,1,Melzer J.,2.48,68.0,770.0,81.0,183.0,2,1
2014-08-18,1,1,Klizan M.,1.5,65.0,775.0,80.0,191.0,2,Delbonis F.,2.55,66.0,775.0,88.0,191.0,2,2
2014-08-18,1,1,Golubev A.,1.77,64.0,782.0,79.0,183.0,1,Sijsling I.,2.01,73.0,713.0,85.0,191.0,1,2
2014-08-18,1,1,Berlocq C.,2.88,63.0,785.0,81.0,183.0,1,Janowicz J.,1.4,52.0,855.0,94.0,203.0,1,2
2014-08-18,1,1,Ginepri R.,2.1,204.0,242.0,79.0,183.0,1,Mathieu P.H.,1.71,82.0,649.0,74.0,185.0,1,2
2014-08-18,1,1,Mannarino A.,1.43,90.0,622.0,70.0,180.0,2,Dzumhur D.,2.76,120.0,507.0,70.0,175.0,1,1
2014-08-18,1,1,Nedovyesov A.,1.87,108.0,550.0,81.0,193.0,1,Giron M.,1.88,433.0,92.0,77.0,180.0,1,1
2014-08-18,1,1,Bellucci T.,1.82,92.0,618.0,82.0,188.0,2,Dancevic F.,1.94,138.0,429.0,79.0,185.0,1,2
2014-08-18,1,1,Riba P.,6.41,116.0,527.0,78.0,183.0,1,Querrey S.,1.11,56.0,820.0,95.0,198.0,1,2
2014-08-18,1,1,Odesnik W.,1.62,180.0,288.0,77.0,180.0,2,Rola B.,2.25,88.0,638.0,85.0,193.0,2,2
2014-08-19,1,1,Brown D.,1.84,98.0,591.0,78.0,196.0,1,Garcia-Lopez G.,1.91,32.0,1143.0,80.0,185.0,1,2
2014-08-19,1,1,Nieminen J.,1.85,54.0,838.0,78.0,185.0,2,Becker B.,1.9,58.0,813.0,72.0,178.0,1,1
2014-08-19,1,1,Anderson K.,1.34,20.0,1775.0,93.0,203.0,1,Mannarino A.,3.17,90.0,622.0,70.0,180.0,2,1
2014-08-19,1,1,Nedovyesov A.,3.55,108.0,550.0,81.0,193.0,1,Roger-Vasselin E.,1.28,51.0,885.0,75.0,188.0,1,2
2014-08-19,1,1,Janowicz J.,1.41,52.0,855.0,94.0,203.0,1,Sousa J.,2.79,37.0,1077.0,74.0,185.0,1,1
2014-08-19,1,1,Delbonis F.,2.75,66.0,775.0,88.0,191.0,2,Seppi A.,1.43,48.0,925.0,75.0,191.0,1,2
2014-08-19,1,1,Mahut N.,3.54,104.0,575.0,80.0,191.0,1,Robredo T.,1.28,18.0,1825.0,75.0,180.0,1,1
2014-08-19,1,1,Dancevic F.,3.03,138.0,429.0,79.0,185.0,1,Young D.,1.37,46.0,934.0,79.0,183.0,2,2
2014-08-19,1,1,Goffin D.,1.44,62.0,793.0,68.0,180.0,1,Mayer L.,2.72,26.0,1354.0,80.0,191.0,1,1
